Nr circumscripție,Circumscripție,cod_judet,Nume Partid,Partid,gen,Pozitie Buletin,Membru alianta,Nume,Prenume,Funcție,Pozitie lista,x
20,GORJ,GJ,ALIANȚA PENTRU UNIREA ROMÂNILOR,AUR,M,5,,SANDU,MIRCEA-IONUȚ,S,1,GJAURSANDU
13,CLUJ,CJ,PARTIDUL SOCIAL DEMOCRAT,PSD,M,1,,RUS,MIRCEA-IOSIF,S,6,CJPSDRUS
5,BIHOR,BH,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,PNCR,M,9,,CREȚIU,MIRCEA-MARCEL,CD,8,BHPNCRCREȚIU
3,ARGES,AG,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,PNCR,M,11,,MEDAN,MIRCEA-MARCEL,CD,1,AGPNCRMEDAN
14,CONSTANTA,CT,PARTIDUL NAȚIONAL LIBERAL,PNL,M,5,,BANIAS,MIRCEA-MARIUS,S,2,CTPNLBANIAS
16,DAMBOVITA,DB,SĂNĂTATE EDUCAŢIE NATURĂ SUSTENABILITATE,SENS,M,15,,GALBENU,MIRCEA-MIHAI,S,1,DBSENSGALBENU
20,GORJ,GJ,UNIUNEA SALVAȚI ROMÂNIA,USR,M,2,,VASILACHE,MIRCEA-MIHAI,CD,7,GJUSRVASILACHE
43,Diaspora,diaspora,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,PSDI,M,14,,DUBERE,MIRCEA-NICOLAE,CD,2,diasporaPSDIDUBERE
11,CARAS-SEVERIN,CS,PARTIDUL SOCIAL DEMOCRAT UNIT,PSDU,M,13,,SFERCOCI,MIRCEA-SORIN,CD,6,CSPSDUSFERCOCI
13,CLUJ,CJ,ALIANȚA NAȚIONAL CREȘTINĂ,ANC,M,7,,SAVA,MIRCEA-ȘTEFAN,S,1,CJANCSAVA
26,MARAMURES,MM,ROMÂNIA SOCIALISTĂ,PRS,M,11,PARTIDUL COMUNIST ROMÂN - SECOLUL XXI,COVACIU,MIRCEA-TEOFIL,CD,1,MMPRSCOVACIUPARTIDUL COMUNIST ROMÂN - SECOLUL XXI
40,VALCEA,VL,PATRIOȚII POPORULUI ROMÂN,PPR,M,21,,CONSTANTIN,MIRCEA-TUDOR,CD,2,VLPPRCONSTANTIN
32,SATU MARE,SM,PARTIDUL SOCIAL DEMOCRAT,PSD,M,2,,GOVOR,MIRCEA-VASILE,CD,1,SMPSDGOVOR
15,COVASNA,CV,FORȚA DREPTEI,FDREPTEI,M,2,,STROIE,MIRCEA-VASILE,CD,2,CVFDREPTEISTROIE
3,ARGES,AG,ALIANȚA PENTRU UNIREA ROMÂNILOR,AUR,M,6,,CHELARU,MIRCIA,S,1,AGAURCHELARU
37,TIMIS,TM,FORȚA DREPTEI,FDREPTEI,M,2,,TELTEU,MIREL,CD,3,TMFDREPTEITELTEU
30,OLT,OT,PARTIDUL SOCIAL DEMOCRAT,PSD,M,5,,BERECHET,MIREL-ALEXANDRU,CD,8,OTPSDBERECHET
2,ARAD,AR,PARTIDUL REPUBLICAN DIN ROMÂNIA,PRRO,M,13,,ȘERBAN,MIREL-SORIN,CD,6,ARPRROȘERBAN
36,TELEORMAN,TR,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,PSDI,F,14,,AL HADDAD,MIRELA,S,2,TRPSDIAL HADDAD
16,DAMBOVITA,DB,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ,ADN,F,13,,CROITORU,MIRELA,S,2,DBADNCROITORU
22,HUNEDOARA,HD,PATRIOȚII POPORULUI ROMÂN,PPR,F,11,,FRĂȚILĂ,MIRELA,CD,2,HDPPRFRĂȚILĂ
42,Bucuresti,B,PARTIDUL SOCIAL DEMOCRAT,PSD,F,6,,FURTUNĂ,MIRELA,CD,7,BPSDFURTUNĂ
18,GALATI,GL,PARTIDUL S.O.S. ROMÂNIA,S.O.S. RO,F,19,,GANEA,MIRELA,CD,6,GLS.O.S. ROGANEA
28,MURES,MS,ALIANȚA PENTRU UNIREA ROMÂNILOR,AUR,F,2,,GASTON,MIRELA,S,3,MSAURGASTON
38,TULCEA,TL,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,PSDI,F,13,,GEORGESCU,MIRELA,CD,4,TLPSDIGEORGESCU
32,SATU MARE,SM,PARTIDUL ROMÂNIA ÎN ACȚIUNE,ROACT,F,11,,HORGOS,MIRELA,S,4,SMROACTHORGOS
19,GIURGIU,GR,PARTIDUL NAȚIONAL ȚĂRĂNESC CREȘTIN DEMOCRAT,PNTCD,F,15,,MARIN,MIRELA,S,1,GRPNTCDMARIN
26,MARAMURES,MM,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ,ADN,F,20,,MOVILĂ,MIRELA,CD,2,MMADNMOVILĂ
37,TIMIS,TM,PATRIOȚII POPORULUI ROMÂN,PPR,F,13,,OGĂȘANU,MIRELA,S,4,TMPPROGĂȘANU
2,ARAD,AR,PARTIDUL REPUBLICAN DIN ROMÂNIA,PRRO,F,13,,STANCU,MIRELA,S,4,ARPRROSTANCU
23,IALOMITA,IL,ALIANȚA PENTRU UNIREA ROMÂNILOR,AUR,F,6,,STROE,MIRELA,CD,4,ILAURSTROE
3,ARGES,AG,PARTIDUL ECOLOGIST ROMÂN,PER,F,14,,VASILE,MIRELA,CD,1,AGPERVASILE
9,BRAILA,BR,PARTIDUL SOCIAL DEMOCRAT,PSD,F,2,,MARCU,MIRELA-ANDREEA,S,4,BRPSDMARCU
9,BRAILA,BR,ALIANȚA PENTRU UNIREA ROMÂNILOR,AUR,F,1,,IRINDEA,MIRELA-DANIELA,CD,2,BRAURIRINDEA
22,HUNEDOARA,HD,PARTIDUL S.O.S. ROMÂNIA,S.O.S. RO,F,17,,ZAHARIA,MIRELA-DANIELA,CD,8,HDS.O.S. ROZAHARIA
35,SUCEAVA,SV,PARTIDUL SOCIAL DEMOCRAT,PSD,F,2,,ADOMNICĂI,MIRELA-ELENA,CD,2,SVPSDADOMNICĂI
14,CONSTANTA,CT,PARTIDUL SOCIAL DEMOCRAT,PSD,F,4,,MATICHESCU,MIRELA-FLORENȚA,CD,2,CTPSDMATICHESCU
24,IASI,IS,PARTIDUL S.O.S. ROMÂNIA,S.O.S. RO,F,12,,MELINTE,MIRELA-LUMINIȚA,S,3,ISS.O.S. ROMELINTE
6,BISTRITA-NASAUD,BN,PARTIDUL SOCIAL DEMOCRAT,PSD,F,2,,CÎRCU,MIRELA-MARIA,CD,6,BNPSDCÎRCU
42,Bucuresti,B,ALIANȚA PENTRU UNIREA ROMÂNILOR,AUR,F,2,,DINCĂ,MIRELA-MARIA,S,11,BAURDINCĂ
14,CONSTANTA,CT,PARTIDUL S.O.S. ROMÂNIA,S.O.S. RO,F,15,,CARAȘ,MIRELA-RAMONA,S,3,CTS.O.S. ROCARAȘ
17,DOLJ,DJ,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,PSDI,F,20,,DUMITRU,MIRELA-RODICA,CD,5,DJPSDIDUMITRU
6,BISTRITA-NASAUD,BN,PARTIDUL S.O.S. ROMÂNIA,S.O.S. RO,F,8,,BENEA,MIRIAM-LORENA,CD,6,BNS.O.S. ROBENEA
17,DOLJ,DJ,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,PNCR,M,16,,RUSU,MIRON,CD,7,DJPNCRRUSU
11,CARAS-SEVERIN,CS,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,PNCR,M,19,,JURA,MIRON-SAMOIL,CD,6,CSPNCRJURA
29,NEAMT,NT,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,PSDI,F,9,,ILARIU,MIRUNA-ELENA,CD,8,NTPSDIILARIU
4,BACAU,BC,PATRIOȚII POPORULUI ROMÂN,PPR,F,17,,BOLEA,MIRUNA-MIOARA,S,2,BCPPRBOLEA
39,VASLUI,VS,UNIUNEA SALVAȚI ROMÂNIA,USR,M,1,,AFTENI,MITICĂ,CD,3,VSUSRAFTENI
18,GALATI,GL,PARTIDUL SOCIAL DEMOCRAT,PSD,M,4,,MĂRGĂRIT,MITICĂ-MARIUS,CD,2,GLPSDMĂRGĂRIT
14,CONSTANTA,CT,ALIANȚA PENTRU UNIREA ROMÂNILOR,AUR,M,6,,MURAD,MOHAMMAD,CD,1,CTAURMURAD
33,SALAJ,SJ,PARTIDUL S.O.S. ROMÂNIA,S.O.S. RO,M,11,,GAGA,MOISE-DANIEL,CD,4,SJS.O.S. ROGAGA
33,SALAJ,SJ,PARTIDUL NAȚIONAL LIBERAL,PNL,F,3,,BĂGĂREAN,MONICA,CD,2,SJPNLBĂGĂREAN
43,Diaspora,diaspora,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,F,3,,BOLOG,MONICA,CD,4,diasporaUDMRBOLOG
42,Bucuresti,B,ROMÂNIA SOCIALISTĂ,PRS,F,18,PARTIDUL COMUNIST ROMÂN - SECOLUL XXI,BOTA,MONICA,S,17,BPRSBOTAPARTIDUL COMUNIST ROMÂN - SECOLUL XXI
16,DAMBOVITA,DB,ALIANȚA PENTRU UNIREA ROMÂNILOR,AUR,F,4,,CHIȚĂ,MONICA,S,5,DBAURCHIȚĂ
28,MURES,MS,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ,ADN,F,16,,CIULEI-APETROAEI,MONICA,CD,4,MSADNCIULEI-APETROAEI
36,TELEORMAN,TR,PARTIDUL NAȚIONAL LIBERAL,PNL,F,1,,COMAN,MONICA,S,3,TRPNLCOMAN
32,SATU MARE,SM,ALIANȚA PENTRU UNIREA ROMÂNILOR,AUR,F,4,,IAGĂR,MONICA,CD,1,SMAURIAGĂR
29,NEAMT,NT,PARTIDUL OAMENILOR TINERI,POT,F,11,,IONESCU,MONICA,CD,1,NTPOTIONESCU
3,ARGES,AG,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,F,3,,OANCEA-SZABO,MONICA,CD,1,AGUDMROANCEA-SZABO
22,HUNEDOARA,HD,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI,REPER,F,9,,OLTEANU,MONICA,S,2,HDREPEROLTEANU
8,BRASOV,BV,PARTIDUL NAȚIONAL LIBERAL,PNL,F,5,,PĂDURARIU,MONICA,S,4,BVPNLPĂDURARIU
37,TIMIS,TM,PARTIDUL ROMÂNIA ÎN ACȚIUNE,ROACT,F,15,,PAVEL,MONICA,CD,5,TMROACTPAVEL
18,GALATI,GL,ALIANȚA PENTRU UNIREA ROMÂNILOR,AUR,F,5,,ROMAN,MONICA,CD,4,GLAURROMAN
6,BISTRITA-NASAUD,BN,PARTIDUL SOCIAL DEMOCRAT,PSD,F,2,,SĂSĂRMAN,MONICA,CD,3,BNPSDSĂSĂRMAN
13,CLUJ,CJ,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI,REPER,F,17,,VARGA,MONICA,CD,11,CJREPERVARGA
26,MARAMURES,MM,PARTIDUL ROMÂNIA ÎN ACȚIUNE,ROACT,F,18,,POP,MONICA-ANTONIA,S,3,MMROACTPOP
42,Bucuresti,B,PARTIDUL NAȚIONAL LIBERAL,PNL,F,3,,ANISIE,MONICA-CRISTINA,S,2,BPNLANISIE
21,HARGHITA,HR,FORȚA DREPTEI,FDREPTEI,F,1,,PLATON,MONICA-DANIELA,CD,3,HRFDREPTEIPLATON
24,IASI,IS,UNIUNEA SALVAȚI ROMÂNIA,USR,F,4,,BERESCU,MONICA-ELENA,CD,2,ISUSRBERESCU
11,CARAS-SEVERIN,CS,ALIANȚA NAȚIONAL CREȘTINĂ,ANC,F,18,,PUIU,MONICA-GABRIELA,CD,1,CSANCPUIU
30,OLT,OT,PARTIDUL ROMÂNIA ÎN ACȚIUNE,ROACT,F,8,,BOANCĂ,MONICA-IOANA,S,3,OTROACTBOANCĂ
3,ARGES,AG,PARTIDUL S.O.S. ROMÂNIA,S.O.S. RO,F,23,,NEAGOE,MONICA-IOANA,S,3,AGS.O.S. RONEAGOE
18,GALATI,GL,PARTIDUL SOCIAL DEMOCRAT UNIT,PSDU,F,15,,IRIMIA,MONICA-LOREDANA,S,3,GLPSDUIRIMIA
43,Diaspora,diaspora,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,PNCR,F,12,,COROIU,MONICA-MARGARETA,S,1,diasporaPNCRCOROIU
20,GORJ,GJ,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI,DREPT,F,18,,MICLĂUȘ,MONICA-MARIANA,CD,1,GJDREPTMICLĂUȘ
31,PRAHOVA,PH,PATRIOȚII POPORULUI ROMÂN,PPR,F,15,,BOLNAVU-VĂTUI,MONICA-MARILENA,CD,2,PHPPRBOLNAVU-VĂTUI
41,VRANCEA,VN,PARTIDUL SOCIAL DEMOCRAT,PSD,F,4,,ANIȚEI,MONICA-RALUCA,CD,2,VNPSDANIȚEI
12,CALARASI,CL,PARTIDUL NAȚIONAL LIBERAL,PNL,F,6,,CEAUȘESCU,MONICA-SILVIA,S,3,CLPNLCEAUȘESCU
4,BACAU,BC,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI,REPER,F,19,,HODOROG,MONICA-ȘTEFANIA,CD,2,BCREPERHODOROG
28,MURES,MS,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,F,6,,KOZMA,MONIKA,S,4,MSUDMRKOZMA
39,VASLUI,VS,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,F,3,,MAGYARI,MONIKA,S,1,VSUDMRMAGYARI
12,CALARASI,CL,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,F,2,,BÁLINT,MÓNIKA,CD,3,CLUDMRBÁLINT
30,OLT,OT,ALIANȚA PENTRU UNIREA ROMÂNILOR,AUR,M,2,,MIHĂESCU,MUGUR,CD,1,OTAURMIHĂESCU
36,TELEORMAN,TR,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,PSDI,M,14,,JIANU,MUGUR-DRAGOȘ,S,1,TRPSDIJIANU
18,GALATI,GL,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,PSDI,M,7,,DIMA,MUGUREL,CD,10,GLPSDIDIMA
42,Bucuresti,B,PARTIDUL S.O.S. ROMÂNIA,S.O.S. RO,M,7,,ATUDOREI,MUGUREL-CALISTRAT,CD,4,BS.O.S. ROATUDOREI
27,MEHEDINTI,MH,PARTIDUL S.O.S. ROMÂNIA,S.O.S. RO,M,7,,ISTODE,MUGUREL-COSMIN,S,1,MHS.O.S. ROISTODE
35,SUCEAVA,SV,ALIANȚA PENTRU UNIREA ROMÂNILOR,AUR,M,3,,BALABAȘCIUC,MUGUREL-SORIN,S,3,SVAURBALABAȘCIUC
13,CLUJ,CJ,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ,ADN,M,10,,ZEYTINCI,MÜNEVVER-CANAN,CD,3,CJADNZEYTINCI
42,Bucuresti,B,PARTIDUL S.O.S. ROMÂNIA,S.O.S. RO,F,7,,CERVA,NADIA-COSMINA,S,2,BS.O.S. ROCERVA
6,BISTRITA-NASAUD,BN,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,PSDI,F,10,,FĂTU,NADIA-DELIA,S,4,BNPSDIFĂTU
28,MURES,MS,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ,ADN,F,16,,RAȚĂ,NADIA-DINUCA,CD,1,MSADNRAȚĂ
15,COVASNA,CV,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,M,1,,GÁJ,NÁNDOR,S,4,CVUDMRGÁJ
19,GIURGIU,GR,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,M,5,,MAIER,NÁNDOR,CD,6,GRUDMRMAIER
8,BRASOV,BV,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,M,4,,VARGA,NÁNDOR,CD,2,BVUDMRVARGA
30,OLT,OT,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,M,1,,PAZDERA,NANDOR-EGON,CD,2,OTUDMRPAZDERA
42,Bucuresti,B,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI,REPER,M,13,,ALEXANDRU,NAPOLEON-VALENTIN,CD,18,BREPERALEXANDRU
27,MEHEDINTI,MH,FORȚA DREPTEI,FDREPTEI,M,2,,VÎLCEANU,NARCIS-GABRIEL,CD,1,MHFDREPTEIVÎLCEANU
32,SATU MARE,SM,ALIANȚA PENTRU UNIREA ROMÂNILOR,AUR,M,4,,MICLEA,NARCIS-VASILE-MARIAN,S,2,SMAURMICLEA
42,Bucuresti,B,ALIANȚA PENTRU UNIREA ROMÂNILOR,AUR,F,2,,VÎRLAN,NARCISA-LUIZA,S,16,BAURVÎRLAN
42,Bucuresti,B,UNIUNEA SALVAȚI ROMÂNIA,USR,F,5,,GUTIUM,NARCISA-VERONICA,CD,37,BUSRGUTIUM
22,HUNEDOARA,HD,PARTIDUL SOCIAL DEMOCRAT UNIT,PSDU,F,10,,ALEXA,NATALIA,S,5,HDPSDUALEXA
26,MARAMURES,MM,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,PSDI,F,14,,LUȚÎC,NATALIA,S,5,MMPSDILUȚÎC
22,HUNEDOARA,HD,PARTIDUL SOCIAL DEMOCRAT,PSD,F,3,,INTOTERO,NATALIA-ELENA,CD,1,HDPSDINTOTERO
32,SATU MARE,SM,ALIANȚA PENTRU UNIREA ROMÂNILOR,AUR,F,4,,SĂLĂJAN,NATALIA-IOANA,CD,5,SMAURSĂLĂJAN
3,ARGES,AG,PARTIDUL DREPTĂȚII,PDREPTATII,F,20,,HERA,NATALICA,S,2,AGPDREPTATIIHERA
6,BISTRITA-NASAUD,BN,FORȚA DREPTEI,FDREPTEI,M,4,,BÎRTE,NATU,CD,4,BNFDREPTEIBÎRTE
14,CONSTANTA,CT,ROMÂNIA SOCIALISTĂ,PRS,M,7,PARTIDUL COMUNIST ROMÂN - SECOLUL XXI,IBRAIM,NAZIF,CD,14,CTPRSIBRAIMPARTIDUL COMUNIST ROMÂN - SECOLUL XXI
41,VRANCEA,VN,PARTIDUL ROMÂNIA ÎN ACȚIUNE,ROACT,M,16,,MURGU,NEAGU,CD,1,VNROACTMURGU
13,CLUJ,CJ,FORȚA DREPTEI,FDREPTEI,M,2,,OROS,NECHITA-ADRIAN,CD,1,CJFDREPTEIOROS
15,COVASNA,CV,PARTIDUL SOCIAL DEMOCRAT,PSD,M,3,,RADOCEA,NECOLAE-VIOREL,CD,6,CVPSDRADOCEA
35,SUCEAVA,SV,PARTIDUL ROMÂNIA ÎN ACȚIUNE,ROACT,M,11,,BEREANU,NECULAI,S,1,SVROACTBEREANU
35,SUCEAVA,SV,ALIANȚA NAȚIONAL CREȘTINĂ,ANC,M,12,,BÎRCULESCU,NECULAI,S,1,SVANCBÎRCULESCU
9,BRAILA,BR,ROMÂNIA SOCIALISTĂ,PRS,M,9,PARTIDUL SOCIALIST ROMÂN,FĂTU,NECULAI,CD,1,BRPRSFĂTUPARTIDUL SOCIALIST ROMÂN
9,BRAILA,BR,PARTIDUL VERDE,PVERDE,M,10,,IONIȚĂ,NECULAI,CD,7,BRPVERDEIONIȚĂ
35,SUCEAVA,SV,ALIANȚA PENTRU UNIREA ROMÂNILOR,AUR,M,3,,MIRON,NECULAI,CD,5,SVAURMIRON
18,GALATI,GL,PARTIDUL S.O.S. ROMÂNIA,S.O.S. RO,M,20,,SAVA,NECULAI,S,2,GLS.O.S. ROSAVA
14,CONSTANTA,CT,PARTIDUL SOCIAL DEMOCRAT,PSD,M,4,,TANASĂ,NECULAI,CD,7,CTPSDTANASĂ
29,NEAMT,NT,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ,ADN,M,17,,TOMULEASA,NECULAI,S,5,NTADNTOMULEASA
24,IASI,IS,PATRIOȚII POPORULUI ROMÂN,PPR,M,19,,VOLOVĂȚ,NECULAI,S,1,ISPPRVOLOVĂȚ
18,GALATI,GL,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,PSDI,M,7,,ZOTA,NECULAI,CD,2,GLPSDIZOTA
35,SUCEAVA,SV,PARTIDUL S.O.S. ROMÂNIA,S.O.S. RO,M,13,,VALCU,NECULAI-VALENTIN,S,6,SVS.O.S. ROVALCU
33,SALAJ,SJ,PARTIDUL OAMENILOR TINERI,POT,F,13,,GAL,NECULINA,S,3,SJPOTGAL
42,Bucuresti,B,ROMÂNIA SOCIALISTĂ,PRS,F,18,PARTIDUL SOCIAL DEMOCRAT AL MUNCITORILOR,SCARLET,NEGUȚA,S,4,BPRSSCARLETPARTIDUL SOCIAL DEMOCRAT AL MUNCITORILOR
19,GIURGIU,GR,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,PSDI,F,14,,BURCIN,NELA,CD,6,GRPSDIBURCIN
19,GIURGIU,GR,PARTIDUL S.O.S. ROMÂNIA,S.O.S. RO,F,19,,GROZEA,NELA,S,3,GRS.O.S. ROGROZEA
18,GALATI,GL,PARTIDUL SOCIAL DEMOCRAT UNIT,PSDU,F,14,,IANCU,NELA,CD,2,GLPSDUIANCU
42,Bucuresti,B,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,PSDI,F,23,,CARAGEA,NELA-MITINA,CD,23,BPSDICARAGEA
42,Bucuresti,B,ROMÂNIA SOCIALISTĂ,PRS,F,18,PARTIDUL SOCIALIST ROMÂN,TIHLĂ,NELI,S,6,BPRSTIHLĂPARTIDUL SOCIALIST ROMÂN
22,HUNEDOARA,HD,PARTIDUL NAȚIONAL LIBERAL,PNL,M,6,,ARDELEAN,NELU,CD,7,HDPNLARDELEAN
37,TIMIS,TM,CANDIDAT INDEPENDENT,INDEPENDENT,M,41,,BALAȘ,NELU,CD,1,TMINDEPENDENTBALAȘ
14,CONSTANTA,CT,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,PSDI,M,21,,COLAC,NELU,CD,12,CTPSDICOLAC
42,Bucuresti,B,PARTIDUL SOCIAL DEMOCRAT UNIT,PSDU,M,9,,DINACHE,NELU,CD,15,BPSDUDINACHE
41,VRANCEA,VN,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,PNCR,M,20,,MANOLACHE,NELU,CD,2,VNPNCRMANOLACHE
17,DOLJ,DJ,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,PSDI,M,21,,MĂTASA,NELU,S,2,DJPSDIMĂTASA
27,MEHEDINTI,MH,PARTIDUL SOCIAL DEMOCRAT UNIT,PSDU,M,20,,RUSU,NELU,CD,2,MHPSDURUSU
36,TELEORMAN,TR,ALIANȚA PENTRU UNIREA ROMÂNILOR,AUR,M,4,,URZICEANU,NELU,S,3,TRAURURZICEANU
5,BIHOR,BH,FORȚA DREPTEI,FDREPTEI,M,3,,DUCA,NELU-AUREL,CD,5,BHFDREPTEIDUCA
26,MARAMURES,MM,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,PSDI,M,14,,MOLDOVAN,NELU-MUGUREL,CD,7,MMPSDIMOLDOVAN
41,VRANCEA,VN,PARTIDUL SOCIAL DEMOCRAT,PSD,M,4,,BUCUR,NELU-NICUȘOR,CD,6,VNPSDBUCUR
35,SUCEAVA,SV,PARTIDUL ROMÂNIA ÎN ACȚIUNE,ROACT,M,11,,PETRENCIUC,NELU-RĂZVAN,CD,6,SVROACTPETRENCIUC
36,TELEORMAN,TR,ALIANȚA PENTRU UNIREA ROMÂNILOR,AUR,M,4,,BADEA,NELU-VALENTIN,CD,3,TRAURBADEA
37,TIMIS,TM,PARTIDUL SOCIAL DEMOCRAT UNIT,PSDU,M,9,,SOLCAN,NICANOR,CD,12,TMPSDUSOLCAN
35,SUCEAVA,SV,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,PSDI,M,10,,STRUGARIU,NICANOR,CD,13,SVPSDISTRUGARIU
23,IALOMITA,IL,PARTIDUL SOCIAL DEMOCRAT,PSD,M,3,,NIȚĂ,NICHITA,S,2,ILPSDNIȚĂ
27,MEHEDINTI,MH,PARTIDUL S.O.S. ROMÂNIA,S.O.S. RO,M,7,,ACHIMESCU,NICOLAE,S,2,MHS.O.S. ROACHIMESCU
27,MEHEDINTI,MH,ROMÂNIA SOCIALISTĂ,PRS,M,13,PARTIDUL SOCIAL DEMOCRAT AL MUNCITORILOR,APOSTOLESCU,NICOLAE,S,1,MHPRSAPOSTOLESCUPARTIDUL SOCIAL DEMOCRAT AL MUNCITORILOR
8,BRASOV,BV,ALIANȚA PENTRU UNIREA ROMÂNILOR,AUR,M,3,,AVRĂMESCU,NICOLAE,CD,3,BVAURAVRĂMESCU
27,MEHEDINTI,MH,ALIANȚA PENTRU UNIREA ROMÂNILOR,AUR,M,5,,BADEA,NICOLAE,CD,6,MHAURBADEA
40,VALCEA,VL,PARTIDUL S.O.S. ROMÂNIA,S.O.S. RO,M,19,,BALDOVIN,NICOLAE,S,3,VLS.O.S. ROBALDOVIN
34,SIBIU,SB,PARTIDUL ROMÂNIA ÎN ACȚIUNE,ROACT,M,16,,BAZGA,NICOLAE,S,1,SBROACTBAZGA
37,TIMIS,TM,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,PNCR,M,20,,BENZAR,NICOLAE,CD,5,TMPNCRBENZAR
40,VALCEA,VL,UNIUNEA SALVAȚI ROMÂNIA,USR,M,3,,BERBECE,NICOLAE,S,3,VLUSRBERBECE
16,DAMBOVITA,DB,ROMÂNIA SOCIALISTĂ,PRS,M,12,PARTIDUL SOCIAL DEMOCRAT AL MUNCITORILOR,BOBU,NICOLAE,S,3,DBPRSBOBUPARTIDUL SOCIAL DEMOCRAT AL MUNCITORILOR
12,CALARASI,CL,PARTIDUL ROMÂNIA ÎN ACȚIUNE,ROACT,M,7,,BOBU,NICOLAE,S,1,CLROACTBOBU
11,CARAS-SEVERIN,CS,PARTIDUL S.O.S. ROMÂNIA,S.O.S. RO,M,17,,BRUMARIU,NICOLAE,S,2,CSS.O.S. ROBRUMARIU
15,COVASNA,CV,PARTIDUL SOCIAL DEMOCRAT,PSD,M,3,,BULARCA,NICOLAE,CD,5,CVPSDBULARCA
28,MURES,MS,ALIANȚA NAȚIONAL CREȘTINĂ,ANC,M,8,,CHEPTROȘU,NICOLAE,CD,6,MSANCCHEPTROȘU
15,COVASNA,CV,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,PSDI,M,8,,CONSTANTIN,NICOLAE,S,4,CVPSDICONSTANTIN
16,DAMBOVITA,DB,PARTIDUL ECOLOGIST ROMÂN,PER,M,18,,DAMIAN,NICOLAE,S,1,DBPERDAMIAN
20,GORJ,GJ,FORȚA DREPTEI,FDREPTEI,M,6,,DAVIȚOIU,NICOLAE,S,1,GJFDREPTEIDAVIȚOIU
36,TELEORMAN,TR,ROMÂNIA SOCIALISTĂ,PRS,M,17,PARTIDUL SOCIALIST ROMÂN,DIȚOIU,NICOLAE,CD,1,TRPRSDIȚOIUPARTIDUL SOCIALIST ROMÂN
19,GIURGIU,GR,ROMÂNIA SOCIALISTĂ,PRS,M,8,PARTIDUL SOCIAL DEMOCRAT AL MUNCITORILOR,DUMBRAVĂ,NICOLAE,S,3,GRPRSDUMBRAVĂPARTIDUL SOCIAL DEMOCRAT AL MUNCITORILOR
32,SATU MARE,SM,UNIUNEA SALVAȚI ROMÂNIA,USR,M,5,,DUTCAȘ,NICOLAE,S,3,SMUSRDUTCAȘ
19,GIURGIU,GR,PARTIDUL NAȚIONAL LIBERAL,PNL,M,2,,ENACHE,NICOLAE,S,4,GRPNLENACHE
22,HUNEDOARA,HD,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,PNCR,M,19,,FARCĂU,NICOLAE,S,4,HDPNCRFARCĂU
